project,bug_id,revision,test_id,label,granularity,test_runtime_seconds,coverage_ratio,covered_line_count,changed_line_coverage_ratio,executed_file_count,executed_function_count,changed_file_coverage_ratio,meta_test_command,meta_single_test_target,meta_test_returncode,meta_coverage_returncode,meta_workspace
cookiecutter,3,fixed,test_click_invocation,0,test,,,,,,,,tox tests/test_read_user_choice.py::test_click_invocation,tests/test_read_user_choice.py::test_click_invocation,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\cookiecutter_3_fixed
cookiecutter,3,buggy,test_click_invocation,1,test,,,,,,,,tox tests/test_read_user_choice.py::test_click_invocation,tests/test_read_user_choice.py::test_click_invocation,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\cookiecutter_3_buggy
cookiecutter,4,fixed,test_run_failing_hook,0,test,,,,,,,,tox tests/test_hooks.py::TestExternalHooks::test_run_failing_hook,tests/test_hooks.py::TestExternalHooks::test_run_failing_hook,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\cookiecutter_4_fixed
cookiecutter,4,buggy,test_run_failing_hook,1,test,,,,,,,,tox tests/test_hooks.py::TestExternalHooks::test_run_failing_hook,tests/test_hooks.py::TestExternalHooks::test_run_failing_hook,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\cookiecutter_4_buggy
tqdm,1,fixed,test_enumerate,0,test,1.2055464000441134,0.1450459652706843,142.0,0.0,8.0,0.0,0.0,python3 -m pytest tqdm/tests/tests_contrib.py::test_enumerate,tqdm/tests/tests_contrib.py::test_enumerate,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\tqdm_1_fixed
tqdm,1,buggy,test_enumerate,1,test,1.2123139998875558,0.1450459652706843,142.0,0.0,8.0,0.0,0.0,python3 -m pytest tqdm/tests/tests_contrib.py::test_enumerate,tqdm/tests/tests_contrib.py::test_enumerate,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\tqdm_1_buggy
tqdm,2,fixed,test_format_meter,0,test,1.4541838001459837,0.1450459652706843,142.0,0.0,8.0,0.0,0.0,python3 -m pytest tqdm/tests/tests_tqdm.py::test_format_meter,tqdm/tests/tests_tqdm.py::test_format_meter,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\tqdm_2_fixed
tqdm,2,buggy,test_format_meter,1,test,1.188102699816227,0.1450459652706843,142.0,0.0,8.0,0.0,0.0,python3 -m pytest tqdm/tests/tests_tqdm.py::test_format_meter,tqdm/tests/tests_tqdm.py::test_format_meter,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\tqdm_2_buggy
tqdm,3,fixed,test_bool,0,test,1.2620870000682771,0.1450459652706843,142.0,0.0,8.0,0.0,0.0,python3 -m pytest tqdm/tests/tests_tqdm.py::test_bool,tqdm/tests/tests_tqdm.py::test_bool,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\tqdm_3_fixed
tqdm,3,buggy,test_bool,1,test,1.41902819997631,0.1450459652706843,142.0,0.0,8.0,0.0,0.0,python3 -m pytest tqdm/tests/tests_tqdm.py::test_bool,tqdm/tests/tests_tqdm.py::test_bool,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\tqdm_3_buggy
tqdm,5,fixed,test_bool,0,test,1.732825699960813,0.1450459652706843,142.0,0.0,8.0,0.0,0.0,python3 -m pytest tqdm/tests/tests_tqdm.py::test_bool,tqdm/tests/tests_tqdm.py::test_bool,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\tqdm_5_fixed
tqdm,5,buggy,test_bool,1,test,1.422471399884671,0.1450459652706843,142.0,0.0,8.0,0.0,0.0,python3 -m pytest tqdm/tests/tests_tqdm.py::test_bool,tqdm/tests/tests_tqdm.py::test_bool,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\tqdm_5_buggy
tqdm,6,fixed,test_imap,0,test,1.5930017000064254,0.1450459652706843,142.0,0.0,8.0,0.0,0.0,python3 -m pytest tqdm/tests/tests_synchronisation.py::test_imap,tqdm/tests/tests_synchronisation.py::test_imap,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\tqdm_6_fixed
tqdm,6,buggy,test_imap,1,test,2.54620959982276,0.1450459652706843,142.0,0.0,8.0,0.0,0.0,python3 -m pytest tqdm/tests/tests_synchronisation.py::test_imap,tqdm/tests/tests_synchronisation.py::test_imap,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\tqdm_6_buggy
tqdm,7,fixed,test_main,0,test,1.8787847000639888,0.1450459652706843,142.0,0.0,8.0,0.0,0.0,python3 -m pytest tqdm/tests/tests_main.py::test_main,tqdm/tests/tests_main.py::test_main,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\tqdm_7_fixed
tqdm,7,buggy,test_main,1,test,1.6581604999955744,0.1450459652706843,142.0,0.0,8.0,0.0,0.0,python3 -m pytest tqdm/tests/tests_main.py::test_main,tqdm/tests/tests_main.py::test_main,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\tqdm_7_buggy
tqdm,8,fixed,test_format_meter,0,test,1.535343199968338,0.1450459652706843,142.0,0.0,8.0,0.0,0.0,python3 -m pytest tqdm/tests/tests_tqdm.py::test_format_meter,tqdm/tests/tests_tqdm.py::test_format_meter,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\tqdm_8_fixed
tqdm,8,buggy,test_format_meter,1,test,1.5263503999449313,0.1450459652706843,142.0,0.0,8.0,0.0,0.0,python3 -m pytest tqdm/tests/tests_tqdm.py::test_format_meter,tqdm/tests/tests_tqdm.py::test_format_meter,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\tqdm_8_buggy
tqdm,9,fixed,test_si_format,0,test,1.2896515999455005,0.1450459652706843,142.0,0.0,8.0,0.0,0.0,python3 -m pytest tqdm/tests/tests_tqdm.py::test_si_format,tqdm/tests/tests_tqdm.py::test_si_format,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\tqdm_9_fixed
tqdm,9,fixed,test_update,0,test,1.49180780001916,0.1450459652706843,142.0,0.0,8.0,0.0,0.0,python3 -m pytest tqdm/tests/tests_tqdm.py::test_update,tqdm/tests/tests_tqdm.py::test_update,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\tqdm_9_fixed
tqdm,9,buggy,test_si_format,1,test,1.3721113000065088,0.1450459652706843,142.0,0.0,8.0,0.0,0.0,python3 -m pytest tqdm/tests/tests_tqdm.py::test_si_format,tqdm/tests/tests_tqdm.py::test_si_format,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\tqdm_9_buggy
tqdm,9,buggy,test_update,1,test,1.4759840001352131,0.1450459652706843,142.0,0.0,8.0,0.0,0.0,python3 -m pytest tqdm/tests/tests_tqdm.py::test_update,tqdm/tests/tests_tqdm.py::test_update,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\tqdm_9_buggy
PySnooper,1,fixed,test_chinese,0,test,,,,,,,,pytest -q -s tests/test_chinese.py::test_chinese,-q -s tests/test_chinese.py::test_chinese,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\PySnooper_1_fixed
PySnooper,1,buggy,test_chinese,1,test,,,,,,,,pytest -q -s tests/test_chinese.py::test_chinese,-q -s tests/test_chinese.py::test_chinese,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\PySnooper_1_buggy
PySnooper,2,fixed,test_custom_repr_single,0,test,,,,,,,,pytest -q -s tests/test_pysnooper.py::test_custom_repr_single,-q -s tests/test_pysnooper.py::test_custom_repr_single,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\PySnooper_2_fixed
PySnooper,2,buggy,test_custom_repr_single,1,test,,,,,,,,pytest -q -s tests/test_pysnooper.py::test_custom_repr_single,-q -s tests/test_pysnooper.py::test_custom_repr_single,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\PySnooper_2_buggy
youtube-dl,9,fixed,test_youtube_format_selection,0,test,2.878,0.2928875014104637,7787.0,0.0,387.0,0.0,0.0,python -m unittest -q test.test_YoutubeDL.TestFormatSelection.test_youtube_format_selection,test.test_YoutubeDL.TestFormatSelection.test_youtube_format_selection,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_9_fixed
youtube-dl,9,buggy,test_youtube_format_selection,1,test,0.065,0.2909111428786397,7733.0,0.0,387.0,0.0,0.0,python -m unittest -q test.test_YoutubeDL.TestFormatSelection.test_youtube_format_selection,test.test_YoutubeDL.TestFormatSelection.test_youtube_format_selection,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_9_buggy
youtube-dl,10,fixed,test_js_to_json_realworld,0,test,0.001,0.2813404684621458,6414.0,0.0,354.0,0.0,0.0,python -m unittest -q test.test_utils.TestUtil.test_js_to_json_realworld,test.test_utils.TestUtil.test_js_to_json_realworld,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_10_fixed
youtube-dl,10,buggy,test_js_to_json_realworld,1,test,39.276,0.2812966049653478,6413.0,0.0,354.0,0.0,0.0,python -m unittest -q test.test_utils.TestUtil.test_js_to_json_realworld,test.test_utils.TestUtil.test_js_to_json_realworld,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_10_buggy
youtube-dl,11,fixed,test_str_to_int,0,test,0.0,0.2601256766005101,12543.0,0.0,467.0,0.0,0.0,python -m unittest -q test.test_utils.TestUtil.test_str_to_int,test.test_utils.TestUtil.test_str_to_int,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_11_fixed
youtube-dl,11,buggy,test_str_to_int,1,test,0.023,0.2601049378875547,12542.0,0.0,467.0,0.0,0.0,python -m unittest -q test.test_utils.TestUtil.test_str_to_int,test.test_utils.TestUtil.test_str_to_int,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_11_buggy
youtube-dl,12,fixed,test_format_selection_string_ops,0,test,0.838,0.2705139953348883,12989.0,0.0,484.0,0.0,0.0,python -m unittest -q test.test_YoutubeDL.TestFormatSelection.test_format_selection_string_ops,test.test_YoutubeDL.TestFormatSelection.test_format_selection_string_ops,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_12_fixed
youtube-dl,12,buggy,test_format_selection_string_ops,1,test,0.1,0.2697642452515828,12953.0,0.0,484.0,0.0,0.0,python -m unittest -q test.test_YoutubeDL.TestFormatSelection.test_format_selection_string_ops,test.test_YoutubeDL.TestFormatSelection.test_format_selection_string_ops,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_12_buggy
youtube-dl,13,fixed,test_urljoin,0,test,0.001,0.2630296720458094,12632.0,0.0,484.0,0.0,0.0,python -m unittest -q test.test_utils.TestUtil.test_urljoin,test.test_utils.TestUtil.test_urljoin,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_13_fixed
youtube-dl,13,buggy,test_urljoin,1,test,0.014,0.2630504945340968,12633.0,0.0,484.0,0.0,0.0,python -m unittest -q test.test_utils.TestUtil.test_urljoin,test.test_utils.TestUtil.test_urljoin,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_13_buggy
youtube-dl,14,fixed,test_youtube_chapters,0,test,0.001,0.2639848890549432,12718.0,0.0,457.0,0.0,0.0,python -m unittest -q test.test_youtube_chapters.TestYoutubeChapters.test_youtube_chapters,test.test_youtube_chapters.TestYoutubeChapters.test_youtube_chapters,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_14_fixed
youtube-dl,14,buggy,test_youtube_chapters,1,test,0.026,0.2630278106631774,12664.0,0.0,457.0,0.0,0.0,python -m unittest -q test.test_youtube_chapters.TestYoutubeChapters.test_youtube_chapters,test.test_youtube_chapters.TestYoutubeChapters.test_youtube_chapters,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_14_buggy
youtube-dl,15,fixed,test_js_to_json_realworld,0,test,0.003,0.2678245590322363,11889.0,0.0,481.0,0.0,0.0,python -m unittest -q test.test_utils.TestUtil.test_js_to_json_edgecases test.test_utils.TestUtil.test_js_to_json_realworld,test.test_utils.TestUtil.test_js_to_json_edgecases test.test_utils.TestUtil.test_js_to_json_realworld,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_15_fixed
youtube-dl,15,buggy,test_js_to_json_realworld,1,test,0.014,0.2678245590322363,11889.0,0.0,481.0,0.0,0.0,python -m unittest -q test.test_utils.TestUtil.test_js_to_json_edgecases test.test_utils.TestUtil.test_js_to_json_realworld,test.test_utils.TestUtil.test_js_to_json_edgecases test.test_utils.TestUtil.test_js_to_json_realworld,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_15_buggy
youtube-dl,16,fixed,test_dfxp2srt,0,test,0.019,0.2703472881866413,11669.0,0.0,474.0,0.0,0.0,python -m unittest -q test.test_utils.TestUtil.test_dfxp2srt,test.test_utils.TestUtil.test_dfxp2srt,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_16_fixed
youtube-dl,16,buggy,test_dfxp2srt,1,test,0.021,0.2673354493431874,11539.0,0.0,474.0,0.0,0.0,python -m unittest -q test.test_utils.TestUtil.test_dfxp2srt,test.test_utils.TestUtil.test_dfxp2srt,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_16_buggy
youtube-dl,17,fixed,test_cli_bool_option,0,test,0.0,0.267451403381246,11406.0,0.0,472.0,0.0,0.0,python -m unittest -q test.test_utils.TestUtil.test_cli_bool_option,test.test_utils.TestUtil.test_cli_bool_option,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_17_fixed
youtube-dl,17,buggy,test_cli_bool_option,1,test,0.019,0.2674170477195451,11404.0,0.0,472.0,0.0,0.0,python -m unittest -q test.test_utils.TestUtil.test_cli_bool_option,test.test_utils.TestUtil.test_cli_bool_option,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_17_buggy
youtube-dl,18,fixed,test_do_not_override_ie_key_in_url_transparent,0,test,0.028,0.2768238822890342,11721.0,0.0,473.0,0.0,0.0,python -m unittest -q test.test_YoutubeDL.TestYoutubeDL.test_do_not_override_ie_key_in_url_transparent,test.test_YoutubeDL.TestYoutubeDL.test_do_not_override_ie_key_in_url_transparent,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_18_fixed
youtube-dl,18,buggy,test_do_not_override_ie_key_in_url_transparent,1,test,0.044,0.276776646749014,11719.0,0.0,473.0,0.0,0.0,python -m unittest -q test.test_YoutubeDL.TestYoutubeDL.test_do_not_override_ie_key_in_url_transparent,test.test_YoutubeDL.TestYoutubeDL.test_do_not_override_ie_key_in_url_transparent,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_18_buggy
youtube-dl,19,fixed,test_prepare_filename,0,test,0.387,0.2710439703549357,11447.0,0.0,473.0,0.0,0.0,python -m unittest -q test.test_YoutubeDL.TestYoutubeDL.test_prepare_filename,test.test_YoutubeDL.TestYoutubeDL.test_prepare_filename,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_19_fixed
youtube-dl,19,buggy,test_prepare_filename,1,test,0.36,0.2709685058015628,11443.0,0.0,473.0,0.0,0.0,python -m unittest -q test.test_YoutubeDL.TestYoutubeDL.test_prepare_filename,test.test_YoutubeDL.TestYoutubeDL.test_prepare_filename,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_19_buggy
youtube-dl,20,fixed,test_get_element_by_attribute,0,test,0.003,0.2678537601818526,11312.0,0.0,473.0,0.0,0.0,python -m unittest -q test.test_utils.TestUtil.test_get_element_by_attribute,test.test_utils.TestUtil.test_get_element_by_attribute,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_20_fixed
youtube-dl,20,buggy,test_get_element_by_attribute,1,test,0.011,0.2678537601818526,11312.0,0.0,473.0,0.0,0.0,python -m unittest -q test.test_utils.TestUtil.test_get_element_by_attribute,test.test_utils.TestUtil.test_get_element_by_attribute,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_20_buggy
youtube-dl,21,fixed,test_urljoin,0,test,0.001,0.270168439716312,10971.0,0.0,467.0,0.0,0.0,python -m unittest -q test.test_utils.TestUtil.test_urljoin,test.test_utils.TestUtil.test_urljoin,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_21_fixed
youtube-dl,21,buggy,test_urljoin,1,test,0.05,0.2696778642498276,10950.0,0.0,467.0,0.0,0.0,python -m unittest -q test.test_utils.TestUtil.test_urljoin,test.test_utils.TestUtil.test_urljoin,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_21_buggy
youtube-dl,22,fixed,test_match_filter,0,test,0.413,0.280462237308441,11237.0,0.0,461.0,0.0,0.0,python -m unittest -q test.test_YoutubeDL.TestYoutubeDL.test_match_filter,test.test_YoutubeDL.TestYoutubeDL.test_match_filter,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_22_fixed
youtube-dl,22,buggy,test_match_filter,1,test,0.224,0.2802086713426353,11226.0,0.0,461.0,0.0,0.0,python -m unittest -q test.test_YoutubeDL.TestYoutubeDL.test_match_filter,test.test_YoutubeDL.TestYoutubeDL.test_match_filter,0,0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_22_buggy
